time,AccelerometerX,AccelerometerY,AccelerometerZ,LinearX,LinearY,LinearZ,GyroX,GyroY,GyroZ
1.132,0.3742,0.5694,0.5968,-1.191073298,-0.288109869,-0.442149073,0.657999694,-1.934604287,-1.06259501
1.133,0.4311,0.61,0.5746,-1.191073298,-0.288109869,-0.442149073,0.657999694,-1.934604287,-1.06259501
1.133,0.5137,0.6792,0.5364,-1.191073298,-0.288109869,-0.442149073,0.657999694,-1.934604287,-1.06259501
1.133,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.657999694,-1.934604287,-1.06259501
1.133,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.66012913,-1.966545939,-1.079630494
1.134,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.675035298,-2.022976398,-1.072177529
1.134,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.689941406,-2.05065918,-1.055141926
1.134,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.701653361,-2.012329102,-1.032782674
1.134,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.721883118,-1.925021768,-1.01574707
1.135,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.742112935,-1.801513672,-1.024264932
1.135,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.752760172,-1.642869711,-1.073242188
1.135,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.760213196,-1.47464335,-1.15629065
1.136,0.5733,0.7029,0.5313,-1.191073298,-0.288109869,-0.442149073,0.760213196,-1.47464335,-1.15629065
1.136,0.5733,0.7029,0.5313,0.214791283,-0.953696966,0.016701646,0.760213196,-1.47464335,-1.15629065
1.211,0.5191,0.7041,0.5337,0.214791283,-0.953696966,0.016701646,0.760213196,-1.47464335,-1.15629065
1.38,0.4626,0.7916,0.4939,0.214791283,-0.953696966,0.016701646,0.760213196,-1.47464335,-1.15629065
1.38,0.5078,0.9077,0.459,0.214791283,-0.953696966,0.016701646,0.760213196,-1.47464335,-1.15629065
1.38,0.5482,0.8874,0.4685,0.214791283,-0.953696966,0.016701646,0.760213196,-1.47464335,-1.15629065
1.38,0.5482,0.8874,0.4685,0.214791283,-0.953696966,0.016701646,0.772989929,-1.323452473,-1.241468668
1.38,0.5482,0.8874,0.4685,0.214791283,-0.953696966,0.016701646,0.810255289,-1.229756713,-1.294704914
1.38,0.5482,0.8874,0.4685,0.214791283,-0.953696966,0.016701646,0.860297322,-1.192491293,-1.293640137
1.38,0.5482,0.8874,0.4685,0.214791283,-0.953696966,0.016701646,0.890109599,-1.162679076,-1.24998641
1.38,0.5482,0.8874,0.4685,0.214791283,-0.953696966,0.016701646,0.897562683,-1.098795533,-1.190361857
1.38,0.5482,0.8874,0.4685,0.214791283,-0.953696966,0.016701646,0.885850728,-1.005099893,-1.145643473
